TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,NEIGHBOURHOOD
Break and Enter Residential/Other,2016,10,25,8,30,Victoria-Fraserview
Theft from Vehicle,2016,4,24,12,0,Central Business District
Break and Enter Commercial,2016,2,24,9,40,Fairview
Theft from Vehicle,2016,4,4,7,0,Central Business District
Other Theft,2016,6,25,11,0,South Cambie
Theft of Vehicle,2016,5,27,22,0,Victoria-Fraserview
Theft from Vehicle,2016,7,10,15,0,Hastings-Sunrise
Break and Enter Residential/Other,2016,11,12,5,53,Victoria-Fraserview
Other Theft,2016,2,13,17,44,Central Business District
Break and Enter Commercial,2016,5,2,6,0,Fairview
Theft from Vehicle,2016,3,27,12,0,Central Business District
Break and Enter Commercial,2016,8,20,22,0,West End
Other Theft,2016,6,20,20,0,South Cambie
Theft from Vehicle,2016,2,18,11,0,Central Business District
Theft from Vehicle,2016,6,14,18,30,Mount Pleasant
Other Theft,2016,5,27,4,44,South Cambie
Other Theft,2016,7,3,22,28,Central Business District
Theft from Vehicle,2016,6,17,17,0,Mount Pleasant
Offence Against a Person,2016,11,8,,,Riley Park
Theft from Vehicle,2016,9,16,17,0,Victoria-Fraserview
Theft from Vehicle,2016,2,1,6,0,Central Business District
Mischief,2016,1,21,12,15,Kerrisdale
Offence Against a Person,2016,11,24,,,Riley Park
Other Theft,2016,1,11,18,58,Mount Pleasant
Other Theft,2016,2,24,6,40,Riley Park
Theft from Vehicle,2016,1,26,0,40,Dunbar-Southlands
Other Theft,2016,3,18,15,0,South Cambie
Theft from Vehicle,2016,9,4,0,0,Mount Pleasant
Break and Enter Commercial,2016,5,13,0,8,Grandview-Woodland
Other Theft,2016,1,17,12,34,Central Business District
Break and Enter Commercial,2016,9,2,19,19,Grandview-Woodland
Break and Enter Commercial,2016,6,16,0,48,Mount Pleasant
Other Theft,2016,1,27,18,40,Central Business District
Break and Enter Commercial,2016,6,23,1,11,Mount Pleasant
Other Theft,2016,2,28,22,16,Mount Pleasant
Break and Enter Commercial,2016,9,2,20,9,Mount Pleasant
Break and Enter Commercial,2016,9,4,0,55,Mount Pleasant
Offence Against a Person,2016,3,24,,,Riley Park
Other Theft,2016,6,15,19,30,Mount Pleasant
Break and Enter Residential/Other,2016,2,11,17,0,Kerrisdale
Break and Enter Residential/Other,2016,4,27,12,21,Sunset
Break and Enter Commercial,2016,5,20,17,0,Marpole
Other Theft,2016,5,17,15,33,Mount Pleasant
Theft from Vehicle,2016,10,30,22,0,Renfrew-Collingwood
Theft from Vehicle,2016,6,11,16,30,Central Business District
Other Theft,2016,2,9,15,48,Central Business District
Theft from Vehicle,2016,7,18,17,0,Central Business District
Theft from Vehicle,2016,8,13,0,30,Central Business District
Break and Enter Commercial,2016,10,12,10,32,West End
Break and Enter Residential/Other,2016,9,9,22,45,Killarney
Break and Enter Residential/Other,2016,11,29,19,55,Killarney
Theft from Vehicle,2016,11,9,13,0,Central Business District
Other Theft,2016,8,6,11,55,Grandview-Woodland
Break and Enter Residential/Other,2016,10,7,12,0,Killarney
Theft from Vehicle,2016,11,13,17,17,Central Business District
Mischief,2016,8,12,12,45,Sunset
Theft from Vehicle,2016,8,14,16,0,Renfrew-Collingwood
Other Theft,2016,8,1,18,0,West End
Mischief,2016,8,30,23,30,Sunset
Mischief,2016,6,17,13,15,Killarney
Mischief,2016,2,10,19,0,Kerrisdale
Break and Enter Residential/Other,2016,9,30,8,20,Killarney
Other Theft,2016,7,28,10,35,Hastings-Sunrise
Break and Enter Residential/Other,2016,3,23,11,20,Killarney
Offence Against a Person,2016,4,28,,,Riley Park
Theft from Vehicle,2016,10,15,17,30,Kensington-Cedar Cottage
Theft from Vehicle,2016,6,1,17,0,Central Business District
Other Theft,2016,4,3,23,0,Renfrew-Collingwood
Theft from Vehicle,2016,10,8,6,47,Central Business District
Theft from Vehicle,2016,12,5,18,21,Central Business District
Other Theft,2016,9,12,15,15,Renfrew-Collingwood
Other Theft,2016,1,2,20,22,West End
Theft from Vehicle,2016,12,1,11,30,Central Business District
Other Theft,2016,6,25,1,30,Central Business District
Other Theft,2016,6,24,15,0,Riley Park
Mischief,2016,8,12,0,0,Sunset
Mischief,2016,7,11,0,0,Sunset
Theft from Vehicle,2016,11,25,18,26,Central Business District
Theft from Vehicle,2016,11,20,15,30,Central Business District
Offence Against a Person,2016,3,24,,,Riley Park
Theft from Vehicle,2016,11,12,11,0,Central Business District
Mischief,2016,6,5,13,30,Kerrisdale
Theft from Vehicle,2016,9,14,0,0,Central Business District
Other Theft,2016,9,12,11,40,West End
Mischief,2016,7,12,0,25,Victoria-Fraserview
Theft from Vehicle,2016,5,21,21,0,Killarney
Theft from Vehicle,2016,6,10,13,15,Central Business District
Theft from Vehicle,2016,8,8,0,0,Killarney
Other Theft,2016,4,22,4,0,Riley Park
Theft from Vehicle,2016,6,7,9,40,Central Business District
Theft from Vehicle,2016,6,6,14,0,Central Business District
Other Theft,2016,6,30,14,45,Mount Pleasant
Offence Against a Person,2016,1,22,,,Riley Park
Break and Enter Commercial,2016,9,18,12,0,Strathcona
Break and Enter Commercial,2016,9,20,22,30,Strathcona
Other Theft,2016,4,22,2,39,Riley Park
Break and Enter Commercial,2016,9,29,22,56,Strathcona
Break and Enter Commercial,2016,10,28,8,54,Strathcona
Theft from Vehicle,2016,6,4,12,30,Central Business District
Break and Enter Residential/Other,2016,8,15,9,33,Sunset
Theft from Vehicle,2016,6,3,7,0,Central Business District
Other Theft,2016,1,31,15,45,West End
Offence Against a Person,2016,2,11,,,Riley Park
Offence Against a Person,2016,4,10,,,Riley Park
Other Theft,2016,9,3,16,59,Mount Pleasant
Theft from Vehicle,2016,5,26,16,0,Central Business District
Theft from Vehicle,2016,4,26,7,45,Central Business District
Theft from Vehicle,2016,3,8,17,31,Central Business District
Break and Enter Residential/Other,2016,7,16,8,0,Kensington-Cedar Cottage
Break and Enter Residential/Other,2016,11,19,0,0,Kensington-Cedar Cottage
Theft from Vehicle,2016,10,7,1,0,Hastings-Sunrise
Theft from Vehicle,2016,3,4,19,0,Central Business District
Offence Against a Person,2016,3,21,,,Riley Park
Offence Against a Person,2016,7,14,,,Riley Park
Other Theft,2016,2,24,12,13,West End
Theft from Vehicle,2016,2,27,0,1,Central Business District
Other Theft,2016,4,8,10,49,West End
Theft of Vehicle,2016,7,7,22,0,Sunset
Theft from Vehicle,2016,2,22,9,0,Central Business District
Other Theft,2016,6,18,21,45,Fairview
Offence Against a Person,2016,2,16,,,Riley Park
Other Theft,2016,4,8,11,26,West End
Break and Enter Commercial,2016,1,17,20,0,Fairview
Break and Enter Residential/Other,2016,5,23,19,0,Oakridge
Break and Enter Residential/Other,2016,8,4,6,0,Kitsilano
Theft from Vehicle,2016,2,19,8,0,Central Business District
Theft from Vehicle,2016,2,17,13,0,Central Business District
Break and Enter Residential/Other,2016,5,10,15,42,Dunbar-Southlands
Other Theft,2016,4,12,12,40,West End
Offence Against a Person,2016,11,27,,,Riley Park
Theft from Vehicle,2016,2,14,14,0,Central Business District
Break and Enter Commercial,2016,1,15,22,30,Fairview
Theft of Vehicle,2016,4,4,7,6,Marpole
Mischief,2016,1,16,16,22,Sunset
Theft of Vehicle,2016,5,6,2,0,Marpole
Theft from Vehicle,2016,2,13,20,18,Central Business District
Theft of Vehicle,2016,4,22,16,0,Marpole
Other Theft,2016,4,14,11,0,West End
Theft from Vehicle,2016,2,2,12,14,Central Business District
Theft from Vehicle,2016,1,29,11,0,Central Business District
Offence Against a Person,2016,3,13,,,Riley Park
Mischief,2016,8,13,21,10,Sunset
Theft from Vehicle,2016,1,15,18,30,Central Business District
Offence Against a Person,2016,4,4,,,Riley Park
Theft from Vehicle,2016,1,12,13,30,Central Business District
Theft from Vehicle,2016,1,7,21,30,Central Business District
Theft from Vehicle,2016,1,1,11,0,Central Business District
Other Theft,2016,6,23,13,51,West End
Break and Enter Commercial,2016,10,16,20,0,Fairview
Break and Enter Residential/Other,2016,6,10,5,0,Dunbar-Southlands
Mischief,2016,4,25,11,0,Sunset
Break and Enter Residential/Other,2016,7,17,17,0,Oakridge
Other Theft,2016,7,13,14,3,West End
Break and Enter Commercial,2016,8,27,0,0,Fairview
Other Theft,2016,7,15,19,9,West End
Theft from Vehicle,2016,3,13,17,30,Kensington-Cedar Cottage
Other Theft,2016,7,16,19,32,West End
Theft of Vehicle,2016,5,13,10,0,Renfrew-Collingwood
Break and Enter Residential/Other,2016,5,31,9,30,Grandview-Woodland
Other Theft,2016,7,17,19,7,West End
Other Theft,2016,7,26,14,51,West End
Mischief,2016,11,18,10,25,Killarney
Other Theft,2016,11,17,16,48,West End
Break and Enter Residential/Other,2016,8,24,0,0,Kensington-Cedar Cottage
Break and Enter Residential/Other,2016,10,27,8,30,Kensington-Cedar Cottage
Mischief,2016,10,24,12,0,Killarney
Break and Enter Residential/Other,2016,11,1,9,0,Kensington-Cedar Cottage
Mischief,2016,10,8,11,0,Killarney
Mischief,2016,7,19,19,59,Killarney
Mischief,2016,6,9,4,59,Killarney
Break and Enter Commercial,2016,10,5,23,55,Fairview
Theft from Vehicle,2016,7,20,21,30,Hastings-Sunrise
Theft from Vehicle,2016,3,22,23,0,Hastings-Sunrise
Other Theft,2016,7,24,0,1,Central Business District
Theft from Vehicle,2016,1,29,19,30,Hastings-Sunrise
Theft from Vehicle,2016,9,28,22,0,Renfrew-Collingwood
Theft from Vehicle,2016,7,28,18,0,Renfrew-Collingwood
Other Theft,2016,6,29,15,0,Central Business District
Theft from Vehicle,2016,10,18,22,50,Renfrew-Collingwood
Break and Enter Residential/Other,2016,5,13,10,0,Renfrew-Collingwood
Theft from Vehicle,2016,9,9,20,30,Renfrew-Collingwood
Theft from Vehicle,2016,7,9,16,13,Renfrew-Collingwood
Theft from Vehicle,2016,3,27,20,30,Renfrew-Collingwood
Theft from Vehicle,2016,5,7,18,46,Fairview
Theft of Vehicle,2016,1,3,20,0,Hastings-Sunrise
Theft from Vehicle,2016,1,24,20,0,Kitsilano
Other Theft,2016,9,4,14,0,Riley Park
Theft from Vehicle,2016,1,15,0,0,Arbutus Ridge
Break and Enter Commercial,2016,2,22,2,30,Fairview
Other Theft,2016,10,5,14,0,Mount Pleasant
Other Theft,2016,6,9,14,0,Riley Park
Break and Enter Residential/Other,2016,2,9,3,6,Renfrew-Collingwood
Other Theft,2016,10,24,9,56,Mount Pleasant
Offence Against a Person,2016,4,26,,,Riley Park
Other Theft,2016,10,10,17,0,Hastings-Sunrise
Break and Enter Residential/Other,2016,8,29,20,10,Renfrew-Collingwood
Break and Enter Residential/Other,2016,9,1,4,0,Renfrew-Collingwood
Break and Enter Residential/Other,2016,7,31,15,30,Renfrew-Collingwood
Other Theft,2016,3,2,22,0,Hastings-Sunrise
Break and Enter Commercial,2016,6,6,2,0,Fairview
Mischief,2016,11,28,23,30,Victoria-Fraserview
Other Theft,2016,7,16,19,30,Riley Park
Mischief,2016,3,2,0,0,Sunset
Break and Enter Commercial,2016,11,5,17,0,Shaughnessy
Theft from Vehicle,2016,7,31,11,0,Central Business District
Break and Enter Commercial,2016,3,8,15,15,Fairview
Theft from Vehicle,2016,3,28,18,0,Central Business District
Break and Enter Residential/Other,2016,11,3,10,30,Kensington-Cedar Cottage
Break and Enter Residential/Other,2016,3,25,20,7,Riley Park
Offence Against a Person,2016,11,24,,,Riley Park
Theft of Vehicle,2016,4,10,17,0,Renfrew-Collingwood
Theft from Vehicle,2016,2,14,17,23,Central Business District
Other Theft,2016,2,7,12,10,Central Business District
Theft from Vehicle,2016,2,2,14,40,Central Business District
Other Theft,2016,3,16,14,0,Kensington-Cedar Cottage
Mischief,2016,5,28,13,41,Victoria-Fraserview
Offence Against a Person,2016,4,9,,,Riley Park
Other Theft,2016,3,31,14,0,West End
Other Theft,2016,3,12,14,55,Fairview
Theft of Vehicle,2016,3,18,1,30,Riley Park
Break and Enter Commercial,2016,2,21,20,0,Marpole
Break and Enter Residential/Other,2016,9,18,22,30,Renfrew-Collingwood
Break and Enter Residential/Other,2016,3,5,16,0,Kitsilano
Break and Enter Residential/Other,2016,1,17,12,50,Renfrew-Collingwood
Theft of Vehicle,2016,1,7,0,30,Renfrew-Collingwood
Break and Enter Residential/Other,2016,1,15,17,44,Kitsilano
Offence Against a Person,2016,10,16,,,Riley Park
Other Theft,2016,4,2,19,43,West End
Break and Enter Residential/Other,2016,5,18,19,30,Kitsilano
Break and Enter Residential/Other,2016,1,6,8,45,Kitsilano
Other Theft,2016,4,15,13,44,West End
Other Theft,2016,4,27,6,0,Renfrew-Collingwood
Other Theft,2016,4,16,19,40,West End
Other Theft,2016,2,23,20,0,Kitsilano
Other Theft,2016,10,21,22,30,Mount Pleasant
Other Theft,2016,4,17,19,37,West End
Other Theft,2016,4,10,8,26,Kerrisdale
Other Theft,2016,4,30,12,20,West End
Break and Enter Residential/Other,2016,6,29,11,45,Kitsilano
Theft from Vehicle,2016,6,21,12,30,Central Business District
Theft from Vehicle,2016,5,4,15,30,Central Business District
Offence Against a Person,2016,3,20,,,Riley Park
Mischief,2016,1,17,5,0,Killarney
Theft of Vehicle,2016,1,26,17,15,Killarney
Theft from Vehicle,2016,4,22,16,0,Central Business District
Break and Enter Residential/Other,2016,11,12,2,15,Renfrew-Collingwood
Theft from Vehicle,2016,2,28,23,0,Central Business District
Offence Against a Person,2016,8,17,,,Riley Park
Offence Against a Person,2016,10,15,,,Riley Park
Break and Enter Residential/Other,2016,11,17,18,20,Kensington-Cedar Cottage
Theft of Vehicle,2016,5,8,22,0,Renfrew-Collingwood
Other Theft,2016,2,5,23,0,Kitsilano
Other Theft,2016,6,3,13,21,West End
Theft from Vehicle,2016,9,26,13,13,Central Business District
Other Theft,2016,8,13,19,0,Hastings-Sunrise
Other Theft,2016,9,20,16,0,Kitsilano
Other Theft,2016,10,26,20,35,West End
Other Theft,2016,8,31,22,30,Kitsilano
Theft from Vehicle,2016,1,31,22,30,Shaughnessy
Other Theft,2016,1,12,11,30,Mount Pleasant
Mischief,2016,8,27,20,30,Sunset
Break and Enter Commercial,2016,9,20,6,30,Marpole
Theft from Vehicle,2016,11,6,0,0,Central Business District
Other Theft,2016,3,24,19,10,Arbutus Ridge
Theft from Vehicle,2016,8,6,23,30,Central Business District
Offence Against a Person,2016,7,10,,,Riley Park
Theft from Vehicle,2016,5,16,0,0,Central Business District
Theft from Vehicle,2016,4,14,20,0,Central Business District
Theft from Vehicle,2016,1,5,16,0,Central Business District
Theft of Vehicle,2016,1,20,17,50,Riley Park
Break and Enter Residential/Other,2016,11,17,21,0,Renfrew-Collingwood
Offence Against a Person,2016,6,16,,,Riley Park
Theft from Vehicle,2016,10,1,22,0,Grandview-Woodland
Theft from Vehicle,2016,3,13,21,0,Central Business District
Other Theft,2016,5,29,20,49,Kitsilano
Break and Enter Commercial,2016,7,17,4,0,Fairview
Break and Enter Residential/Other,2016,10,21,10,20,Riley Park
Break and Enter Commercial,2016,11,18,18,0,Fairview
Break and Enter Residential/Other,2016,8,9,20,0,Riley Park
Offence Against a Person,2016,5,24,,,Riley Park
Other Theft,2016,8,4,18,0,Kitsilano
Other Theft,2016,6,2,3,26,Hastings-Sunrise
Mischief,2016,6,16,19,0,Oakridge
Mischief,2016,11,8,9,40,Oakridge
Break and Enter Residential/Other,2016,6,9,14,30,Kensington-Cedar Cottage
Other Theft,2016,8,19,17,30,Kitsilano
Break and Enter Residential/Other,2016,5,21,18,0,Kensington-Cedar Cottage
Theft of Vehicle,2016,11,3,21,0,Riley Park
Mischief,2016,4,16,22,30,Killarney
Mischief,2016,2,22,8,50,Kerrisdale
Break and Enter Commercial,2016,3,30,22,0,Fairview
Other Theft,2016,2,3,17,28,West End
Theft from Vehicle,2016,10,12,21,30,Grandview-Woodland
Other Theft,2016,3,5,16,48,West End
Theft of Vehicle,2016,10,21,23,30,Mount Pleasant
Break and Enter Commercial,2016,3,15,17,0,Fairview
Break and Enter Commercial,2016,3,21,17,0,Fairview
Other Theft,2016,4,21,15,13,West End
Break and Enter Residential/Other,2016,4,8,23,39,Kensington-Cedar Cottage
Theft of Vehicle,2016,1,27,17,0,Riley Park
Other Theft,2016,6,25,21,48,West End
Break and Enter Commercial,2016,6,1,23,30,Fairview
Break and Enter Residential/Other,2016,6,27,17,0,Shaughnessy
Offence Against a Person,2016,7,15,,,Riley Park
Mischief,2016,10,3,2,40,Kerrisdale
Break and Enter Residential/Other,2016,11,25,9,30,Shaughnessy
Other Theft,2016,7,10,19,8,West End
Other Theft,2016,4,4,14,35,West End
Offence Against a Person,2016,10,24,,,Riley Park
Theft of Vehicle,2016,10,22,18,0,Renfrew-Collingwood
Break and Enter Residential/Other,2016,3,9,9,30,Dunbar-Southlands
Theft of Vehicle,2016,11,27,20,0,Riley Park
Offence Against a Person,2016,8,6,,,Riley Park
Theft from Vehicle,2016,10,14,7,5,Hastings-Sunrise
Other Theft,2016,1,18,20,0,Kitsilano
Theft of Vehicle,2016,9,6,22,0,Riley Park
Other Theft,2016,11,10,10,38,West End
Offence Against a Person,2016,1,1,,,Riley Park
Break and Enter Commercial,2016,6,8,4,45,Fairview
Other Theft,2016,11,11,21,0,Kerrisdale
Other Theft,2016,6,13,15,0,Renfrew-Collingwood
Offence Against a Person,2016,2,28,,,Riley Park
Theft from Vehicle,2016,5,27,6,4,Kensington-Cedar Cottage
Other Theft,2016,5,31,14,30,Renfrew-Collingwood
Other Theft,2016,4,23,15,0,Renfrew-Collingwood
Other Theft,2016,2,9,0,0,Grandview-Woodland
Offence Against a Person,2016,12,5,,,Riley Park
Theft of Vehicle,2016,11,1,18,0,Mount Pleasant
Offence Against a Person,2016,11,28,,,Riley Park
Other Theft,2016,4,29,16,30,Sunset
Theft from Vehicle,2016,2,11,18,0,Fairview
Other Theft,2016,6,10,0,0,Mount Pleasant
Other Theft,2016,1,7,15,0,Kitsilano
Other Theft,2016,9,18,22,15,Kitsilano
Other Theft,2016,5,16,17,0,Kitsilano
Other Theft,2016,11,12,10,25,Central Business District
Mischief,2016,6,22,14,22,Victoria-Fraserview
Offence Against a Person,2016,10,17,,,Riley Park
Offence Against a Person,2016,6,2,,,Riley Park
Break and Enter Residential/Other,2016,11,25,19,0,Kitsilano
Break and Enter Residential/Other,2016,11,30,18,30,Kitsilano
Theft from Vehicle,2016,1,15,3,31,Kitsilano
Theft from Vehicle,2016,5,1,23,0,Riley Park
Theft from Vehicle,2016,4,29,10,0,Grandview-Woodland
Theft of Vehicle,2016,1,17,13,30,Sunset
Theft of Vehicle,2016,7,31,18,0,Victoria-Fraserview
Theft from Vehicle,2016,10,9,9,14,Grandview-Woodland
Mischief,2016,8,9,22,0,Killarney
Mischief,2016,4,14,6,15,Killarney
Other Theft,2016,8,30,19,0,Central Business District
Other Theft,2016,2,18,17,53,Renfrew-Collingwood
Break and Enter Residential/Other,2016,8,20,15,30,Kerrisdale
Other Theft,2016,4,8,6,50,Central Business District
Other Theft,2016,9,15,9,6,Central Business District
Other Theft,2016,9,18,15,9,Central Business District
Break and Enter Residential/Other,2016,4,28,21,0,Kerrisdale
Theft of Vehicle,2016,9,13,12,32,Central Business District
Break and Enter Residential/Other,2016,9,5,15,0,Kerrisdale
Break and Enter Commercial,2016,1,8,1,0,Fairview
Other Theft,2016,10,2,12,36,Central Business District
Break and Enter Commercial,2016,9,13,4,1,Fairview
Offence Against a Person,2016,11,21,,,Riley Park
Offence Against a Person,2016,6,28,,,Riley Park
Other Theft,2016,8,16,17,0,Strathcona
Offence Against a Person,2016,11,15,,,Riley Park
Break and Enter Residential/Other,2016,7,30,11,30,South Cambie
